<Date>,<Close>,<Open>,<High>,<Low>,<Volume>
2018-02-06,"1,011.60","1,026.08","1,026.08",983.06,364437550
2018-02-07,"1,040.55","1,040.53","1,048.54","1,034.13",208749250
2018-02-08,"1,023.25","1,031.46","1,039.61","1,023.25",161025060
2018-02-09,"1,003.94",991.09,"1,003.94",973.78,199516810
2018-02-12,"1,041.79","1,011.64","1,041.79","1,011.64",162098570
2018-02-13,"1,059.73","1,053.31","1,060.48","1,052.86",157958690
2018-02-21,"1,087.15","1,073.33","1,092.65","1,070.43",165043220
2018-02-22,"1,076.03","1,080.77","1,091.62","1,074.27",185011630
2018-02-23,"1,102.85","1,086.81","1,102.85","1,081.31",177049320
2018-02-26,"1,114.53","1,115.90","1,127.57","1,114.06",221574620
2018-02-27,"1,119.61","1,124.03","1,124.03","1,106.77",175305260
2018-02-28,"1,121.54","1,110.30","1,129.89","1,109.89",213347390
2018-03-01,"1,115.79","1,118.13","1,129.30","1,110.92",207156270
2018-03-02,"1,121.21","1,103.16","1,121.91","1,103.16",188043270
2018-03-05,"1,093.48","1,129.92","1,132.69","1,093.48",252795970
2018-03-06,"1,120.29","1,093.48","1,120.29","1,091.67",210241820
2018-03-07,"1,112.26","1,121.99","1,126.67","1,103.29",239942030
2018-03-08,"1,124.15","1,112.24","1,126.35","1,111.76",186579760
2018-03-09,"1,123.41","1,128.73","1,135.02","1,119.18",205512360
2018-03-12,"1,126.29","1,135.37","1,135.48","1,123.98",197146780
2018-03-13,"1,133.31","1,126.53","1,133.31","1,118.49",208112910
2018-03-14,"1,138.09","1,135.99","1,142.88","1,134.55",222436340
2018-03-15,"1,138.76","1,134.51","1,140.74","1,129.66",207105860
2018-03-16,"1,150.19","1,144.54","1,152.52","1,140.56",260196900
2018-03-19,"1,159.22","1,158.16","1,165.63","1,155.82",221555290
2018-03-20,"1,159.39","1,154.48","1,166.33","1,154.48",189756080
2018-03-21,"1,169.36","1,166.51","1,172.31","1,163.91",212812970
2018-03-22,"1,172.36","1,175.22","1,180.44","1,169.48",215497530
2018-03-23,"1,153.59","1,154.25","1,157.20","1,138.53",237107530
2018-03-26,"1,171.22","1,150.51","1,176.95","1,150.51",175879690
2018-03-27,"1,171.73","1,187.42","1,187.42","1,169.58",201305790
2018-03-28,"1,172.24","1,168.87","1,179.18","1,165.71",165131520
2018-03-29,"1,167.03","1,174.73","1,176.45","1,164.12",150321430
2018-03-30,"1,174.46","1,169.29","1,175.36","1,158.49",150318960
2018-04-02,"1,196.61","1,180.26","1,196.61","1,179.73",221037550
2018-04-03,"1,188.29","1,197.00","1,199.93","1,185.83",217626820
2018-04-04,"1,191.54","1,194.26","1,200.71","1,189.46",194006930
2018-04-05,"1,193.17","1,197.76","1,199.15","1,186.75",186567260
2018-04-06,"1,199.96","1,194.15","1,202.59","1,194.15",217719530
2018-04-09,"1,204.33","1,202.44","1,207.45","1,197.44",222920660
2018-04-10,"1,198.12","1,207.62","1,211.34","1,192.22",246566650
2018-04-11,"1,167.11","1,201.51","1,202.46","1,167.11",245785470
2018-04-12,"1,173.02","1,162.48","1,173.02","1,153.64",168958120
2018-04-13,"1,157.14","1,178.57","1,181.52","1,153.93",156898440
2018-04-16,"1,148.49","1,156.54","1,159.45","1,141.81",138666630
2018-04-17,"1,153.28","1,149.02","1,156.70","1,139.33",139854490
2018-04-18,"1,138.53","1,157.67","1,160.32","1,138.42",152174130
2018-04-19,"1,094.63","1,137.99","1,137.99","1,094.63",183841740
2018-04-20,"1,119.86","1,095.84","1,119.86","1,078.01",142780270
2018-04-23,"1,076.78","1,124.33","1,127.24","1,076.78",194901680
2018-04-24,"1,080.74","1,064.86","1,084.89","1,048.68",166004870
2018-04-26,"1,044.86","1,082.52","1,082.52","1,039.35",184919930
2018-04-27,"1,050.26","1,037.36","1,054.94","1,031.89",152853910
2018-05-02,"1,029.08","1,053.26","1,053.52","1,024.75",151711850
2018-05-03,"1,026.46","1,018.47","1,027.38","1,003.79",170959320
2018-05-04,"1,026.80","1,032.12","1,037.02","1,022.10",125862200
2018-05-07,"1,062.26","1,034.64","1,062.26","1,028.79",122128310
2018-05-08,"1,060.45","1,061.12","1,072.28","1,057.24",131146470
2018-05-09,"1,056.97","1,058.33","1,069.80","1,051.79",125896530
2018-05-10,"1,028.87","1,058.22","1,059.34","1,025.75",143626080
2018-05-11,"1,044.85","1,026.34","1,044.85","1,014.30",122737900
2018-05-14,"1,066.98","1,051.69","1,066.98","1,042.31",112785900
2018-05-15,"1,073.50","1,072.25","1,084.20","1,071.02",125232780
2018-05-16,"1,054.62","1,070.34","1,072.46","1,052.18",121268150
2018-05-17,"1,030.64","1,055.21","1,057.84","1,030.64",107387050
2018-05-18,"1,040.54","1,033.33","1,040.84","1,013.57",118092350
2018-05-21,"1,014.98","1,043.82","1,043.82","1,014.98",104031010
2018-05-22,985.91,"1,006.18","1,015.97",976.73,158542820
2018-05-23,988.94,974.80,995.25,965.92,126755700
2018-05-24,985.92,992.24,995.82,974.14,104772830
2018-05-25,963.90,981.47,987.56,963.90,122933860
2018-05-28,931.75,938.86,951.34,927.47,191197120
2018-05-29,952.18,925.89,958.96,916.00,155301290
2018-05-30,948.50,953.41,953.41,932.26,117512290
2018-05-31,971.25,947.96,975.51,945.29,140721200
2018-06-01,992.87,973.67,995.06,973.56,160913600
2018-06-04,"1,013.78",994.48,"1,013.78",992.01,146895440
2018-06-05,"1,022.74","1,013.59","1,025.26","1,011.59",173096680
2018-06-06,"1,034.50","1,020.97","1,034.50","1,012.98",147456500
2018-06-07,"1,036.69","1,038.93","1,043.71","1,030.79",151829230
2018-06-08,"1,039.01","1,032.59","1,039.07","1,026.94",124180340
2018-06-11,"1,039.02","1,033.55","1,045.60","1,029.19",133836660
2018-06-12,"1,020.76","1,033.55","1,033.55","1,005.10",169945710
2018-06-13,"1,030.53","1,017.93","1,030.53","1,017.93",94519770
2018-06-14,"1,015.72","1,030.53","1,033.46","1,015.72",135233070
2018-06-15,"1,016.51","1,012.71","1,018.95","1,006.75",144865820
2018-06-18,987.34,"1,015.56","1,018.98",986.88,145591940
2018-06-19,962.16,972.38,972.62,941.57,203659510
2018-06-20,980.95,957.37,980.95,955.61,119730870
2018-06-21,969.40,979.57,979.57,966.28,94237830
2018-06-22,983.17,963.89,983.57,959.91,102746580
2018-06-25,990.52,997.34,997.34,988.98,118181310
2018-06-26,983.02,977.78,983.78,970.75,114881010
2018-06-27,968.91,981.44,984.46,968.91,126510710
2018-06-28,957.35,964.76,976.12,954.46,130318210
2018-06-29,960.78,955.64,962.93,950.48,110043130
2018-07-02,947.15,955.18,956.78,932.66,142222740
2018-07-03,906.01,945.87,946.16,906.01,161389340
2018-07-04,914.99,904.34,914.99,890.83,115604640
2018-07-05,899.40,914.48,921.85,892.67,127434590
2018-07-06,917.51,891.16,921.75,884.99,141624520
2018-07-09,915.12,922.72,929.50,915.12,106167080
2018-07-10,911.12,919.44,921.96,911.12,93102100
2018-07-11,893.16,898.08,900.16,885.09,138119530
2018-07-12,898.51,891.21,905.72,884.75,90464330
2018-07-13,909.72,904.80,912.53,899.94,121978590
2018-07-16,911.11,914.22,917.63,905.27,110882460
2018-07-17,921.27,905.32,921.27,902.02,136304660
2018-07-18,942.39,926.14,942.39,926.14,184648680
2018-07-19,943.97,943.91,947.07,939.58,166922920
2018-07-20,933.39,938.83,941.94,930.26,178891900
2018-07-23,936.74,931.52,949.14,930.25,190030610
2018-07-24,934.08,933.22,939.07,926.30,169638570
2018-07-25,927.58,936.57,938.33,927.58,201884580
2018-07-26,930.16,928.96,930.32,920.99,175235210
2018-07-27,935.52,931.90,937.23,928.82,163302090
2018-07-30,949.73,940.76,949.73,937.69,184174690
2018-07-31,956.39,948.56,959.07,947.32,229774470
2018-08-01,952.77,957.35,960.05,949.89,180793930
2018-08-02,953.55,952.75,953.55,942.39,197722680
2018-08-03,959.60,957.92,966.10,955.13,166126830
2018-08-06,960.23,960.12,962.99,955.42,153665970
2018-08-07,956.79,957.70,962.02,953.71,138303880
2018-08-08,966.27,958.31,966.27,958.31,140667750
2018-08-09,963.50,968.57,972.52,963.50,156257390
2018-08-10,968.47,962.03,968.47,955.04,171440130
2018-08-13,978.04,966.46,978.04,963.41,178091820
2018-08-14,978.27,979.66,981.42,974.47,149752820
2018-08-15,961.37,980.45,982.00,961.37,170817950
2018-08-16,964.28,952.83,964.28,947.09,155986290
2018-08-17,968.88,971.40,975.52,968.88,136124710
2018-08-20,969.62,970.81,973.57,966.46,159945460
2018-08-21,979.21,968.46,979.21,968.45,166417760
2018-08-22,982.15,979.21,986.36,980.32,165152300
2018-08-23,987.36,984.12,989.45,982.48,136864890
2018-08-24,987.05,985.49,989.21,982.88,154534730
2018-08-27,991.92,990.19,994.54,990.03,172686090
2018-08-28,995.19,993.95,995.29,989.81,160331540
2018-08-29,988.17,995.05,995.05,987.47,147774090
2018-08-30,998.07,987.62,998.07,983.43,156100950
2018-08-31,989.54,998.55,"1,003.06",989.54,163243740
2018-09-04,975.94,990.79,992.18,975.94,172128470
2018-09-05,968.44,975.05,978.78,964.80,161390790
2018-09-06,958.19,968.37,970.84,957.99,142238280
2018-09-07,968.90,955.50,969.34,955.50,152617370
2018-09-10,970.34,969.74,974.59,968.19,150338320
2018-09-11,985.06,968.41,985.06,967.92,158843940
2018-09-12,987.01,990.00,994.83,987.01,170858030
2018-09-13,987.95,987.48,992.96,984.92,148842470
2018-09-14,991.34,990.00,995.55,989.56,149728940
2018-09-17,987.61,990.65,993.83,987.02,146741120
2018-09-18,993.49,983.43,993.49,981.89,171104330
2018-09-19,995.54,998.65,"1,001.83",994.50,206247050
2018-09-20,"1,004.74",996.48,"1,004.74",996.48,179431950
2018-09-21,"1,002.97","1,006.25","1,009.10","1,000.39",273413180
2018-09-24,"1,011.29","1,007.52","1,011.29","1,007.45",169398920
2018-09-25,"1,010.74","1,011.94","1,014.53","1,008.67",198241540
2018-09-26,"1,009.61","1,008.93","1,014.86","1,007.44",219897580
2018-09-27,"1,015.37","1,012.57","1,017.78","1,010.49",180962780
2018-09-28,"1,017.13","1,019.34","1,020.84","1,015.40",224567020
2018-10-01,"1,012.88","1,019.49","1,023.87","1,012.88",225044930
2018-10-02,"1,018.79","1,014.26","1,021.51","1,013.11",203932870
2018-10-03,"1,020.40","1,021.08","1,024.59","1,016.47",160155660
2018-10-04,"1,023.62","1,024.68","1,024.68","1,020.40",183870790
2018-10-05,"1,008.39","1,020.21","1,020.77","1,008.39",206650560
2018-10-08,996.12,"1,003.31","1,006.13",996.12,185949540
2018-10-09,996.19,998.70,"1,001.87",996.19,178954450
2018-10-10,993.96,998.66,999.62,991.22,171846560
2018-10-11,945.89,972.21,972.21,938.83,344023630
2018-10-12,970.08,939.20,970.08,933.35,203631780
2018-10-15,951.64,968.80,969.36,951.64,123102110
2018-10-16,963.37,950.36,963.69,950.36,117735940
2018-10-17,971.60,973.14,975.27,969.06,137768810
2018-10-18,963.47,968.93,970.75,962.68,126109950
2018-10-19,958.36,949.94,959.63,945.83,132371320
2018-10-22,953.51,960.63,963.79,953.51,133005070
2018-10-23,939.68,950.12,950.42,925.29,181840880
2018-10-24,922.73,935.25,939.06,922.73,132105240
2018-10-25,910.17,902.59,912.07,885.34,163619880
2018-10-26,900.82,918.11,918.16,900.82,133621650
2018-10-29,888.82,895.05,897.84,884.92,113424680
2018-10-30,888.69,881.32,894.80,880.85,119547410
2018-10-31,914.76,894.23,914.76,894.23,159222360
2018-11-01,907.96,915.52,918.84,905.73,121693330
2018-11-02,924.86,911.35,927.62,910.40,209087970
2018-11-05,925.53,920.87,925.53,915.77,121121310
2018-11-06,922.05,931.00,931.27,921.93,120442560
2018-11-07,922.16,922.03,924.60,915.41,126800490
2018-11-08,926.28,928.69,932.86,925.54,136692720
2018-11-09,914.29,921.11,925.31,914.29,131109630
2018-11-12,918.12,909.36,918.99,903.95,109808760
2018-11-13,905.38,904.35,910.20,903.48,132807600
2018-11-14,900.93,904.16,910.58,898.83,125187850
2018-11-15,897.15,901.13,903.83,892.50,134989500
2018-11-16,898.19,901.44,903.21,894.14,142498160
2018-11-19,916.06,902.65,916.06,900.61,123860310
2018-11-20,919.02,909.76,919.02,909.76,126164590
2018-11-21,922.56,909.83,922.56,907.47,119083100
2018-11-22,924.42,924.93,926.15,922.02,114412140
2018-11-23,917.97,923.91,925.84,916.87,111905790
2018-11-26,921.03,915.67,921.96,914.43,90451440
2018-11-27,923.12,925.12,930.37,921.26,109001530
2018-11-28,930.20,922.29,930.20,922.03,96777710
2018-11-29,926.79,934.88,937.75,926.79,117424890
2018-11-30,926.54,924.49,928.92,921.08,128769250
2018-12-03,951.59,937.70,951.59,937.10,158946860
2018-12-04,958.84,952.97,960.44,950.89,177097760
2018-12-05,957.14,950.34,960.87,946.97,153998080
2018-12-06,954.82,957.14,959.59,948.44,145040180
2018-12-07,958.59,956.49,962.39,955.96,151647570
2018-12-10,955.89,955.06,958.25,951.50,129252710
2018-12-11,954.58,955.93,957.97,949.34,126821330
2018-12-12,961.28,956.32,961.28,956.00,143971260
2018-12-13,960.25,963.65,966.83,960.10,145835490
2018-12-14,952.04,958.78,960.09,951.04,131393080
2018-12-17,933.65,948.09,948.09,933.65,143135290
2018-12-18,927.25,921.48,928.20,917.03,155653890
2018-12-19,919.24,926.35,927.03,914.55,119410210
2018-12-20,918.24,915.50,921.79,914.18,107806880
2018-12-21,912.26,911.57,915.02,907.88,131219760
2018-12-24,908.56,910.86,916.41,908.56,109246400
2018-12-25,897.94,893.71,897.94,882.17,168379500
2018-12-26,891.75,896.63,899.49,890.86,104065930
2018-12-27,900.81,904.80,906.63,900.81,112522140
2018-12-28,892.54,903.79,903.79,892.54,123558630
2019-01-02,891.75,900.10,900.10,891.10,91857070
2019-01-03,878.22,889.78,892.21,872.12,135125060
2019-01-04,880.90,872.69,881.48,861.85,117664070
2019-01-07,889.64,890.47,896.63,885.30,87417130
2019-01-08,887.44,891.37,891.87,883.67,92128530
2019-01-09,896.99,890.26,897.25,888.61,121796320
2019-01-10,898.30,897.85,899.47,895.17,102404440
2019-01-11,902.71,899.10,904.37,899.10,107782500
2019-01-14,901.80,903.83,903.83,897.18,102797710
2019-01-15,909.68,901.21,909.68,898.92,106149230
2019-01-16,908.70,911.32,912.48,906.39,107555090
2019-01-17,901.89,908.48,909.06,901.89,117379940
2019-01-18,902.30,902.70,906.35,900.64,98216800
2019-01-21,911.05,905.25,911.74,903.09,119012350
2019-01-22,906.55,912.73,913.37,906.55,122327990
2019-01-23,908.18,905.73,910.12,905.12,104593270
2019-01-24,908.79,908.56,910.59,906.59,93576170
2019-01-25,908.88,908.86,911.59,907.96,94869510
2019-01-28,912.18,912.53,913.43,908.90,105335970
2019-01-29,915.93,913.67,915.93,907.09,97050250
2019-01-30,915.84,914.08,917.80,913.48,101720060
2019-01-31,910.65,919.12,920.36,910.38,110220270
2019-02-01,908.67,911.98,912.81,907.52,101242400
2019-02-11,926.10,916.98,926.10,915.86,105483580
2019-02-12,937.54,930.37,938.64,926.98,172197210
2019-02-13,945.25,937.61,945.25,937.34,176159810
2019-02-14,952.34,946.54,953.66,945.99,156655320
2019-02-15,950.89,951.90,955.40,948.26,145322500
2019-02-18,961.30,954.85,961.30,953.32,169171360
2019-02-19,964.35,962.84,971.92,962.81,195093270
2019-02-20,970.58,963.29,972.75,963.29,145267490
2019-02-21,987.57,972.82,987.57,970.31,162918220
2019-02-22,988.91,983.99,993.16,982.86,199234030
2019-02-25,994.43,996.06,999.90,992.72,192681550
2019-02-26,987.06,991.63,996.44,979.24,209790990
2019-02-27,990.27,989.61,994.46,988.09,204616980
2019-02-28,965.47,989.84,990.25,965.47,197428310
2019-03-01,979.63,971.05,980.82,970.54,147716480
2019-03-04,993.99,983.50,994.46,983.33,209754090
2019-03-05,992.45,990.08,"1,000.25",987.92,243416220
2019-03-06,994.49,993.01,994.49,985.51,189551540
2019-03-07,994.03,995.65,"1,004.55",994.03,187770040
2019-03-08,985.25,987.89,991.98,984.48,176347260
2019-03-11,984.60,982.94,987.11,981.34,142651930
2019-03-12,"1,001.32",991.14,"1,001.32",990.46,179893460
2019-03-13,"1,005.41","1,003.75","1,009.77","1,003.01",197620220
2019-03-14,"1,008.44","1,006.37","1,011.39","1,002.09",182827760
2019-03-15,"1,004.12","1,008.22","1,008.22","1,001.10",207003710
2019-03-18,"1,011.86","1,007.92","1,013.29","1,007.92",188364570
2019-03-19,"1,006.59","1,013.75","1,014.51","1,004.22",198984160
2019-03-20,"1,002.30","1,002.86","1,003.25",992.02,180045630
2019-03-21,981.78,"1,005.12","1,006.37",981.78,182708030
2019-03-22,988.71,984.90,990.07,981.30,151811080
2019-03-25,970.07,976.53,976.53,964.76,177632670
2019-03-26,969.79,975.44,978.99,966.90,139645020
2019-03-27,975.91,976.67,979.32,972.25,112974060
2019-03-28,982.98,973.44,983.18,972.60,122202110
2019-03-29,980.76,985.35,988.24,980.76,131921800
2019-04-01,988.53,984.89,988.53,982.80,137258330
2019-04-02,985.81,994.87,996.41,985.48,139423310
2019-04-03,984.46,984.74,985.26,980.30,128758900
2019-04-04,986.91,987.47,989.08,982.94,131989370
2019-04-05,989.26,988.09,990.38,986.39,129755950
2019-04-08,997.56,991.65,997.56,989.33,146953600
2019-04-09,988.48,999.89,"1,000.02",987.82,152345600
2019-04-10,981.91,984.79,987.27,976.83,136497840
2019-04-11,985.95,984.46,985.95,981.06,117588860
2019-04-12,982.90,984.66,984.69,980.26,111898230
2019-04-16,977.17,970.87,978.53,963.06,130941660
2019-04-17,972.10,978.21,980.71,972.10,148469420
2019-04-18,962.30,969.50,973.73,962.05,137181210
2019-04-19,966.21,968.27,971.73,965.46,96080150
2019-04-22,965.86,963.78,966.69,959.33,115805120
2019-04-23,968.00,964.84,970.98,964.35,112653940
2019-04-24,976.92,969.66,978.71,969.66,121107830
2019-04-25,974.13,976.46,976.46,971.92,112382890
2019-04-26,979.64,972.86,979.64,970.73,107350700
2019-05-02,978.50,978.81,979.93,975.51,123917210
2019-05-03,974.14,976.77,977.13,971.75,127740220
2019-05-06,957.97,964.37,964.89,955.41,133510960
2019-05-07,957.56,961.31,965.61,955.42,121330080
2019-05-08,951.22,950.10,953.88,947.86,118717980
2019-05-09,947.01,950.66,953.66,944.91,114863670
2019-05-10,952.55,950.37,953.92,947.85,114647770
2019-05-13,958.54,952.11,958.54,951.76,124693720
2019-05-14,965.34,952.13,965.34,952.13,135189670
2019-05-15,975.64,967.95,977.65,967.95,154156590
2019-05-16,975.69,976.96,981.22,975.69,129973620
2019-05-17,976.48,977.85,980.04,974.91,120457430
2019-05-20,987.13,975.95,987.13,974.47,134337940
2019-05-21,986.29,989.67,992.84,986.07,124573780
2019-05-22,983.78,986.66,992.26,982.68,127215170
2019-05-23,982.71,982.00,984.57,977.17,107963620
2019-05-24,970.03,976.59,983.14,970.03,128053180
2019-05-27,975.14,970.73,975.40,970.41,138466161
2019-05-28,972.00,977.02,978.80,969.51,148990818
2019-05-29,971.54,973.31,974.96,969.55,145310081
2019-05-30,969.34,971.01,974.56,967.21,159992984
2019-05-31,959.88,968.53,969.94,959.88,136533300
2019-06-03,946.47,953.58,955.78,940.28,184656555
2019-06-04,951.16,945.62,951.42,943.21,162399806
2019-06-05,951.41,955.80,958.39,951.39,131580929
2019-06-06,948.21,951.41,951.41,939.35,125898646
2019-06-07,958.28,951.64,958.28,950.94,148035457
2019-06-10,962.90,963.78,966.90,958.60,154897649
2019-06-11,962.07,962.79,964.81,959.98,136379184
2019-06-12,954.17,960.60,960.60,953.83,138109792
2019-06-13,950.08,951.26,952.06,946.29,142809278
2019-06-14,953.61,948.65,954.70,948.65,155879414
2019-06-17,946.95,953.97,955.18,944.47,174370028
2019-06-18,944.01,945.73,947.30,938.95,166941576
2019-06-19,949.69,948.92,950.04,946.83,147358054
2019-06-20,959.18,949.15,962.33,948.97,185490163
2019-06-21,959.20,962.43,964.52,959.12,206137401
2019-06-24,962.85,960.29,967.11,959.80,150298672
2019-06-25,960.13,961.19,963.23,960.06,164347956
2019-06-26,959.13,960.13,962.70,958.38,252317209
2019-06-27,943.11,959.48,959.48,943.11,159030321
2019-06-28,949.94,944.53,949.94,939.12,182625355
2019-07-01,965.61,957.66,965.61,957.66,166445420
2019-07-02,961.98,964.77,966.76,959.80,138217098
2019-07-03,960.39,960.44,961.67,956.91,136594431
2019-07-04,973.04,961.78,973.04,961.65,189897829
2019-07-05,975.34,973.04,975.34,970.16,137917326
2019-07-08,966.35,972.83,972.83,963.84,165879438
2019-07-09,969.05,965.24,969.05,963.05,169482118
2019-07-10,973.65,971.19,974.96,971.19,154564111
2019-07-11,978.63,976.95,980.02,975.03,161663227
2019-07-12,975.40,980.11,981.62,974.32,157305753
2019-07-15,972.53,975.57,975.66,970.93,150551123
2019-07-16,982.11,975.05,982.11,975.05,174668213
2019-07-17,982.57,981.49,985.59,979.05,170018762
2019-07-18,976.05,979.16,979.49,975.01,139846186
2019-07-19,982.34,978.12,986.12,978.12,170265297
2019-07-22,982.04,981.17,985.13,980.08,164371830
2019-07-23,989.46,981.38,990.45,980.27,184831147
2019-07-24,988.41,993.01,994.85,986.34,169642412
2019-07-25,994.95,986.85,997.49,986.85,171789317
2019-07-26,993.35,993.85,998.52,992.97,152405215
2019-07-29,997.94,993.21,997.94,988.41,147824940
2019-07-30,986.02,"1,001.46","1,002.77",986.02,154322082
2019-07-31,991.66,986.00,993.40,982.64,172875572
2019-08-01,997.39,993.25,997.39,990.88,222655794
2019-08-02,991.10,987.55,991.39,985.69,186787994
2019-08-05,973.15,988.60,988.99,973.15,195934349
2019-08-06,964.61,960.29,966.15,958.39,210927032
2019-08-07,965.93,967.65,971.96,961.64,219152689
2019-08-08,975.24,965.93,975.83,964.21,219237176
2019-08-09,974.34,977.37,978.69,974.33,192308389
2019-08-12,975.31,975.38,977.63,973.25,174552398
2019-08-13,966.83,972.70,973.09,964.11,181502531
2019-08-14,968.91,975.88,975.99,968.91,151487620
2019-08-15,979.38,958.05,979.38,955.76,182910290
2019-08-16,980.00,974.88,985.61,974.88,198006180
2019-08-19,981.03,984.04,985.48,979.17,158090188
2019-08-20,984.67,983.94,985.35,981.75,177939733
2019-08-21,994.38,983.54,995.44,983.30,201557493
2019-08-22,997.26,996.41,998.67,993.23,152998950
2019-08-23,992.45,998.21,998.21,990.83,162568195
2019-08-26,982.88,983.80,984.61,977.00,189790404
2019-08-27,976.79,987.16,988.49,976.79,199812049
2019-08-28,977.26,977.10,981.35,977.10,147213987
2019-08-29,978.59,978.17,978.78,973.34,138392454
2019-08-30,984.06,980.25,984.87,980.25,143163513
2019-09-03,979.36,984.79,985.21,978.62,186387303
2019-09-04,977.63,977.97,979.91,973.37,157392889
2019-09-05,976.79,979.83,981.67,976.79,159540011
2019-09-06,974.08,977.83,978.73,973.87,161159116
2019-09-09,974.12,974.53,975.03,972.52,155334471
2019-09-10,970.26,974.62,977.44,968.36,161444710
2019-09-11,969.31,969.59,973.13,967.14,154513898
2019-09-12,976.07,972.39,976.07,972.31,141321199
2019-09-13,987.22,976.07,987.22,975.95,189231330
2019-09-16,989.86,987.07,992.60,986.72,187151712
2019-09-17,996.74,990.06,996.74,986.96,231436058
2019-09-18,995.15,995.75,998.40,993.94,191036390
2019-09-19,997.10,995.49,997.20,990.55,186921508
2019-09-20,990.36,997.60,998.56,990.36,203600240
2019-09-23,985.75,991.75,993.98,985.75,207504798
2019-09-24,988.13,986.17,991.36,984.94,165040016
2019-09-25,987.30,985.96,989.18,983.06,171566161
2019-09-26,990.75,988.70,991.66,986.35,152560016
2019-09-27,997.84,992.26,998.34,991.50,180737057
2019-09-30,996.56,999.92,"1,004.17",996.51,176215055
2019-10-01,999.59,997.87,999.72,996.20,210254423
2019-10-02,991.19,999.18,"1,000.93",989.63,178783975
2019-10-03,992.45,985.65,992.45,983.35,193597117
2019-10-04,987.59,993.69,994.81,987.59,205009000
2019-10-07,983.09,989.45,990.34,983.09,181618007
2019-10-08,988.22,983.62,988.51,982.07,178375371
2019-10-09,987.83,987.82,992.00,986.74,182539423
2019-10-10,987.38,988.81,990.89,986.93,182977754
2019-10-11,991.84,988.57,991.84,987.62,168611835
2019-10-14,993.57,994.61,997.25,992.50,193975692
2019-10-15,993.05,993.55,994.73,990.74,179970114
2019-10-16,994.46,995.75,997.41,993.42,188131369
2019-10-17,989.82,995.04,995.81,989.82,191550366
2019-10-18,989.20,992.00,993.03,988.41,174424315
2019-10-21,983.56,988.18,988.82,983.56,200325507
2019-10-22,987.19,983.52,987.59,983.52,231647637
2019-10-23,987.79,987.04,989.61,985.52,179021348
2019-10-24,993.60,988.85,993.60,987.65,160032080
2019-10-25,996.57,993.91,996.67,992.91,173486528
2019-10-28,996.48,998.27,999.94,996.48,183756571
2019-10-29,995.87,997.77,999.88,995.87,249477530
2019-10-30,"1,000.89",996.83,"1,003.40",994.86,181192547
2019-10-31,998.82,"1,000.89","1,004.40",998.58,218981651
2019-11-01,"1,015.59",998.82,"1,015.88",998.82,241335507
2019-11-04,"1,022.43","1,019.00","1,023.92","1,015.86",232788487
2019-11-05,"1,024.34","1,022.77","1,026.53","1,021.63",199371766
2019-11-06,"1,024.91","1,023.43","1,028.97","1,023.42",225000552
2019-11-07,"1,024.03","1,023.49","1,028.45","1,022.61",193394230
2019-11-08,"1,022.49","1,026.98","1,027.39","1,021.11",181366818
2019-11-11,"1,016.75","1,023.32","1,024.77","1,016.35",210430901
2019-11-12,"1,018.33","1,016.97","1,021.84","1,015.97",223157118
2019-11-13,"1,012.77","1,019.07","1,020.09","1,010.89",286967681
2019-11-14,"1,012.30","1,014.14","1,016.34","1,010.60",209404256
2019-11-15,"1,010.03","1,012.93","1,015.16","1,005.10",212329658
2019-11-18,"1,002.91","1,010.03","1,012.09","1,002.63",184310829
2019-11-19,"1,008.35","1,002.89","1,008.35","1,001.35",232356619
2019-11-20,"1,000.56","1,009.21","1,009.21","1,000.56",210309868
2019-11-21,987.89,999.37,999.63,987.89,215011817
2019-11-22,977.78,992.73,993.70,971.03,230361034
2019-11-25,976.35,977.85,979.60,971.24,189316343
2019-11-26,976.79,976.35,981.96,976.35,192498156
2019-11-27,978.17,978.98,982.76,978.17,197964033
2019-11-28,970.39,977.66,979.17,967.68,191263808
2019-11-29,970.75,971.10,972.89,968.03,167266555
2019-12-02,959.31,971.42,972.91,958.30,210999350
2019-12-03,953.43,957.40,960.82,950.96,264937828
2019-12-04,965.90,952.51,965.90,950.13,210095558
2019-12-05,963.27,969.00,969.53,962.16,194538257
2019-12-06,963.56,962.38,965.41,960.99,171819421
2019-12-09,966.06,963.91,967.57,962.59,273262818
2019-12-10,960.30,965.92,966.58,955.14,242725192
2019-12-11,961.78,960.59,961.78,954.56,216475104
2019-12-12,968.17,963.39,968.39,962.72,218749302
2019-12-13,966.18,969.43,971.84,965.93,219156032
2019-12-16,961.47,966.00,966.00,960.39,278437940
2019-12-17,954.03,962.49,962.79,954.03,280853503
2019-12-18,951.13,951.52,954.18,949.86,323407180
2019-12-19,952.26,950.61,955.85,946.74,222467240
2019-12-20,956.41,953.55,957.52,952.71,243332885
2019-12-23,959.43,959.55,960.65,958.07,241524335
2019-12-24,958.88,959.43,959.43,953.29,229674422
2019-12-25,960.92,958.18,962.83,957.50,238316843
2019-12-26,958.59,960.67,962.11,957.43,265937347
2019-12-27,963.51,957.70,963.51,954.19,180524101
2019-12-30,965.03,962.89,967.52,962.47,177740545
2019-12-31,960.99,965.71,965.71,958.22,185242663
2020-01-02,966.67,960.26,966.67,959.67,200601631
2020-01-03,965.14,968.72,970.88,965.14,174128840
2020-01-06,955.79,962.79,963.20,955.59,187204339
2020-01-07,958.88,955.79,959.46,953.19,181625538
